Program Version:,EnergyPlus, Version 8.3.0-6d97d074ea, YMD=2018.04.26 10:12
Tabular Output Report in Format: ,Comma

Building:,Building
Environment:,PHIPPS_CSL_BUILDING_WINTER ** Pittsburgh Allegheny Co Ap PA USA TMY3 WMO#=725205

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over      2928.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kWh],Energy Per Total Building Area [kWh/m2],Energy Per Conditioned Building Area [kWh/m2]
,Total Site Energy,25021.94,8.58,10.39
,Net Site Energy,25021.94,8.58,10.39
,Total Source Energy,79244.50,27.19,32.92
,Net Source Energy,79244.50,27.19,32.92


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,0.300
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil #1,1.050
,Fuel Oil #2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,2914.99
,Net Conditioned Building Area,2407.15
,Unconditioned Building Area,507.84


End Uses

,,Electricity [kWh],Natural Gas [kWh],Additional Fuel [kWh],District Cooling [kWh],District Heating [kWh],Water [m3]
,Heating,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,5353.59,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,4508.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,964.46,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,9456.56,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,988.11,0.00,0.00,0.00,0.00,0.00
,Fans,1994.43,0.00,0.00,0.00,0.00,0.00
,Pumps,1756.80,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,
,Total End Uses,25021.94,0.00,0.00,0.00,0.00,0.00


End Uses By Subcategory

,,Subcategory,Electricity [kWh],Natural Gas [kWh],Additional Fuel [kWh],District Cooling [kWh],District Heating [kWh],Water [m3]
,2ND%FLOOR%NORTH:2ND%CONFERENCE%03_WALL_6_0_0,PHIPPS_CSL BUILDING - COMPONENT BLOCK 35 - SURFACE 6 (286) | PHIPPS_CSL BUILDING - COMPONENT BLOCK 37 - SURFACE 5 (287) | PHIPPS_CSL BUILDING - COMPONENT BLOCK 42 - SURFACE 6 (292) | 2ND%PLENVM:2ND%PLENVM%FALSE_WALL_2_0_0 | 2ND%PLENVM:2ND%PLENVM%FALSE_WALL_3_0_0 | 2ND%PLENVM:2ND%PLENVM%FALSE_WALL_13_0_0 | 2ND%PLENVM:2ND%PLENVM%NORTH_WALL_4_0_0 | 2ND%PLENVM:2ND%PLENVM%NORTH_WALL_17_0_0 | 2ND%FLOOR%SOUTH:2ND%HVAC%SHAFT_WALL_2_0_0 | 2ND%FLOOR%SOUTH:2ND%HVAC%SHAFT_WALL_3_0_0 | 2ND%FLOOR%SOUTH:2ND%HVAC%SHAFT_WALL_7_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_4_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_5_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_6_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_26_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NMW_WALL_3_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NME_WALL_3_0_0 | 2ND%FLOOR%NORTH:2ND%CONFERENCE%03_WALL_11_0_0 | 2ND%FLOOR%NORTH:2ND%CONFERENCE%03_WALL_17_0_0 | 3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_2_0_0 | 3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_3_0_0 |
,2ND%FLOOR%NORTH:2ND%CONFERENCE%03_WALL_7_0_6,PHIPPS_CSL BUILDING - COMPONENT BLOCK 34 - SURFACE 4 (285) | PHIPPS_CSL BUILDING - COMPONENT BLOCK 35 - SURFACE 6 (286) | PHIPPS_CSL BUILDING - COMPONENT BLOCK 37 - SURFACE 5 (287) | PHIPPS_CSL BUILDING - COMPONENT BLOCK 42 - SURFACE 6 (292) | PHIPPS_CSL BUILDING - COMPONENT BLOCK 32 - SURFACE 6 (293) | 2ND%PLENVM:2ND%PLENVM%FALSE_WALL_2_0_0 | 2ND%PLENVM:2ND%PLENVM%FALSE_WALL_3_0_0 | 2ND%PLENVM:2ND%PLENVM%FALSE_WALL_7_0_3 | 2ND%PLENVM:2ND%PLENVM%FALSE_WALL_8_0_5 | 2ND%PLENVM:2ND%PLENVM%FALSE_WALL_9_0_3 | 2ND%PLENVM:2ND%PLENVM%FALSE_WALL_9_0_5 | 2ND%PLENVM:2ND%PLENVM%FALSE_WALL_13_0_0 | 2ND%PLENVM:2ND%PLENVM%FALSE_WALL_19_0_0 | 2ND%PLENVM:2ND%PLENVM%FALSE_WALL_23_0_0 | 2ND%PLENVM:2ND%PLENVM%FALSE_WALL_31_0_0 | 2ND%PLENVM:2ND%PLENVM%NORTH_WALL_4_0_0 | 2ND%PLENVM:2ND%PLENVM%NORTH_WALL_11_0_0 | 2ND%PLENVM:2ND%PLENVM%NORTH_WALL_17_0_0 | 2ND%FLOOR%SOUTH:2ND%HVAC%SHAFT_WALL_2_0_0 | 2ND%FLOOR%SOUTH:2ND%HVAC%SHAFT_WALL_3_0_0 | 2ND%FLOOR%SOUTH:2ND%HVAC%SHAFT_WALL_7_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_4_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_5_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_6_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_14_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_14_0_1 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_14_0_2 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_14_0_3 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_14_0_4 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_14_0_5 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_20_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_26_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_32_0_0 | 2ND%FLOOR%SOUTH:2ND%CONFERENCE%02_WALL_3_0_2 | 2ND%FLOOR%SOUTH:2ND%CONFERENCE%02_WALL_3_0_3 | 2ND%FLOOR%SOUTH:2ND%CONFERENCE%02_WALL_4_0_0 | 2ND%FLOOR%SOUTH:2ND%CONFERENCE%02_WALL_4_0_5 | 2ND%FLOOR%SOUTH:2ND%CONFERENCE%02_WALL_5_0_0 | 2ND%FLOOR%SOUTH:2ND%CONFERENCE%02_WALL_15_0_0 | 2ND%FLOOR%SOUTH:2ND%CONFERENCE%02_WALL_19_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NMW_WALL_3_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NME_WALL_3_0_0 | 2ND%FLOOR%NORTH:2ND%LOBBY_WALL_7_1_0 | 2ND%FLOOR%NORTH:2ND%LOBBY_WALL_13_0_6 | 2ND%FLOOR%NORTH:2ND%LOBBY_WALL_13_0_7 | 2ND%FLOOR%NORTH:2ND%LOBBY_WALL_20_0_0 | 2ND%FLOOR%NORTH:2ND%LOBBY_WALL_26_0_0 | 2ND%FLOOR%NORTH:2ND%LOBBY_WALL_30_0_0 | 2ND%FLOOR%NORTH:2ND%LOBBY_WALL_36_0_0 | 2ND%FLOOR%NORTH:2ND%LOBBY_WALL_42_0_0 | 2ND%FLOOR%NORTH:2ND%LOBBY_WALL_48_0_0 | 2ND%FLOOR%NORTH:2ND%LOBBY_WALL_54_0_0 | 2ND%FLOOR%NORTH:2ND%LOBBY_WALL_60_0_0 | 2ND%FLOOR%NORTH:2ND%CORRIDOR_WALL_16_0_0 | 2ND%FLOOR%NORTH:2ND%CONFERENCE%03_WALL_11_0_0 | 2ND%FLOOR%NORTH:2ND%CONFERENCE%03_WALL_17_0_0 | 3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_2_0_0 | 3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_3_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_7_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_8_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_9_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_14_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_3_0_0 |
,2ND%FLOOR%NORTH:2ND%CONFERENCE%03_WALL_7_0_7,PHIPPS_CSL BUILDING - COMPONENT BLOCK 34 - SURFACE 4 (285) | PHIPPS_CSL BUILDING - COMPONENT BLOCK 35 - SURFACE 6 (286) | PHIPPS_CSL BUILDING - COMPONENT BLOCK 37 - SURFACE 5 (287) | PHIPPS_CSL BUILDING - COMPONENT BLOCK 42 - SURFACE 6 (292) | PHIPPS_CSL BUILDING - COMPONENT BLOCK 32 - SURFACE 6 (293) | 2ND%FLOOR%SOUTH:2ND%HVAC%SHAFT_WALL_2_0_0 | 2ND%FLOOR%SOUTH:2ND%HVAC%SHAFT_WALL_3_0_0 | 2ND%FLOOR%SOUTH:2ND%HVAC%SHAFT_WALL_7_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_4_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_5_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_6_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_14_0_3 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_14_0_4 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_14_0_5 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_20_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_26_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_32_0_0 | 2ND%FLOOR%SOUTH:2ND%CONFERENCE%02_WALL_3_0_3 | 2ND%FLOOR%SOUTH:2ND%CONFERENCE%02_WALL_4_0_5 | 2ND%FLOOR%SOUTH:2ND%CONFERENCE%02_WALL_5_0_0 | 2ND%FLOOR%SOUTH:2ND%CONFERENCE%02_WALL_15_0_0 | 2ND%FLOOR%SOUTH:2ND%CONFERENCE%02_WALL_19_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NMW_WALL_3_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NME_WALL_3_0_0 | 2ND%FLOOR%NORTH:2ND%LOBBY_WALL_7_1_0 | 2ND%FLOOR%NORTH:2ND%LOBBY_WALL_13_0_7 | 2ND%FLOOR%NORTH:2ND%LOBBY_WALL_26_0_0 | 2ND%FLOOR%NORTH:2ND%LOBBY_WALL_36_0_0 | 2ND%FLOOR%NORTH:2ND%LOBBY_WALL_48_0_0 | 2ND%FLOOR%NORTH:2ND%LOBBY_WALL_60_0_0 | 2ND%FLOOR%NORTH:2ND%CORRIDOR_WALL_16_0_0 | 2ND%FLOOR%NORTH:2ND%CONFERENCE%03_WALL_17_0_0 | 3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_2_0_0 | 3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_3_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_7_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_8_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_9_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_14_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_3_0_0 |
,2ND%FLOOR%NORTH:2ND%CONFERENCE%03_WALL_11_0_0,PHIPPS_CSL BUILDING - COMPONENT BLOCK 35 - SURFACE 6 (286) | PHIPPS_CSL BUILDING - COMPONENT BLOCK 37 - SURFACE 5 (287) | PHIPPS_CSL BUILDING - COMPONENT BLOCK 42 - SURFACE 6 (292) | 2ND%PLENVM:2ND%PLENVM%FALSE_WALL_2_0_0 | 2ND%PLENVM:2ND%PLENVM%FALSE_WALL_3_0_0 | 2ND%PLENVM:2ND%PLENVM%FALSE_WALL_13_0_0 | 2ND%FLOOR%SOUTH:2ND%HVAC%SHAFT_WALL_2_0_0 | 2ND%FLOOR%SOUTH:2ND%HVAC%SHAFT_WALL_3_0_0 | 2ND%FLOOR%SOUTH:2ND%HVAC%SHAFT_WALL_7_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_6_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NMW_WALL_3_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NME_WALL_3_0_0 | 2ND%FLOOR%NORTH:2ND%CONFERENCE%03_WALL_6_0_0 | 2ND%FLOOR%NORTH:2ND%CONFERENCE%03_WALL_7_0_6 | 2ND%FLOOR%NORTH:2ND%CONFERENCE%03_WALL_7_0_7 | 3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_2_0_0 | 3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_3_0_0 |
,2ND%FLOOR%NORTH:2ND%CONFERENCE%03_WALL_17_0_0,PHIPPS_CSL BUILDING - COMPONENT BLOCK 35 - SURFACE 6 (286) | PHIPPS_CSL BUILDING - COMPONENT BLOCK 37 - SURFACE 5 (287) | PHIPPS_CSL BUILDING - COMPONENT BLOCK 42 - SURFACE 6 (292) | 2ND%FLOOR%SOUTH:2ND%HVAC%SHAFT_WALL_2_0_0 | 2ND%FLOOR%SOUTH:2ND%HVAC%SHAFT_WALL_3_0_0 | 2ND%FLOOR%SOUTH:2ND%HVAC%SHAFT_WALL_7_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NE_WALL_6_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NMW_WALL_3_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NME_WALL_3_0_0 | 2ND%FLOOR%NORTH:2ND%CONFERENCE%03_WALL_6_0_0 | 2ND%FLOOR%NORTH:2ND%CONFERENCE%03_WALL_7_0_6 | 2ND%FLOOR%NORTH:2ND%CONFERENCE%03_WALL_7_0_7 | 3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_2_0_0 | 3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_3_0_0 |
,2ND%FLOOR%NORTH:2ND%CONFERENCE%03_ROOF_1_0_0,3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_2_0_0 | 3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_3_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_5_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_7_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_8_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_9_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_14_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%VESTIBULE_WALL_3_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_2_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_3_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_EXTFLOOR_0_2_0 |
,2ND%FLOOR%NORTH:2ND%CONFERENCE%03_ROOF_16_0_0,3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_2_0_0 | 3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_3_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_5_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_7_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_8_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_9_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_14_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%VESTIBULE_WALL_3_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_2_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_3_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_EXTFLOOR_0_2_0 |
,2ND%FLOOR%NORTH:2ND%WORK%ROOM_WALL_4_1_0,PHIPPS_CSL BUILDING - COMPONENT BLOCK 37 - SURFACE 5 (287) | 2ND%PLENVM:2ND%PLENVM%FALSE_WALL_2_0_0 | 2ND%PLENVM:2ND%PLENVM%FALSE_WALL_3_0_0 | 2ND%PLENVM:2ND%PLENVM%FALSE_WALL_13_0_0 | 2ND%FLOOR%SOUTH:2ND%HVAC%SHAFT_WALL_2_0_0 | 2ND%FLOOR%SOUTH:2ND%HVAC%SHAFT_WALL_3_0_0 | 2ND%FLOOR%SOUTH:2ND%HVAC%SHAFT_WALL_7_0_0 | 2ND%FLOOR%SOUTH:2ND%OPEN%OFFICE%NMW_WALL_3_0_0 | 3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_2_0_0 | 3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_3_0_0 |
,2ND%FLOOR%NORTH:2ND%WORK%ROOM_ROOF_1_0_0,3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_2_0_0 | 3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_3_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_5_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_7_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_8_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_9_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_14_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%VESTIBULE_WALL_3_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_2_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_3_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_EXTFLOOR_0_2_0 |
,3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_2_0_0,3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_5_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_7_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_9_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_10_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_12_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%VESTIBULE_WALL_3_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_2_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_3_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_EXTFLOOR_0_2_0 |
,3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_3_0_0,3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_5_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_7_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_9_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_12_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%VESTIBULE_WALL_3_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_2_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_3_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_EXTFLOOR_0_2_0 |
,3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_ROOF_1_0_0,3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_5_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_7_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_9_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_10_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_12_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%VESTIBULE_WALL_3_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_2_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_3_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_EXTFLOOR_0_2_0 |
,3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_2_0_0,3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_14_0_0 |
,3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_5_0_0,3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_2_0_0 | 3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_3_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_6_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_8_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_EXTFLOOR_0_2_0 |
,3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_6_0_0,3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_5_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_14_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%VESTIBULE_WALL_3_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_EXTFLOOR_0_2_0 |
,3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_7_0_0,3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_2_0_0 | 3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_3_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_8_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_3_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_EXTFLOOR_0_2_0 |
,3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_8_0_0,3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_5_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_7_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%VESTIBULE_WALL_3_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_2_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_3_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_EXTFLOOR_0_2_0 |
,3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_9_0_0,3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_2_0_0 | 3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_3_0_0 |
,3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_10_0_0,3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_2_0_0 |
,3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_11_0_0,3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_12_0_0 |
,3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_12_0_0,3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_2_0_0 | 3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_3_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_11_0_0 |
,3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_14_0_0,3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_2_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_6_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%VESTIBULE_WALL_2_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_1_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_4_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_EXTFLOOR_0_2_0 |
,3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_ROOF_1_1_0,3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_1_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_2_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_3_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_4_0_0 |
,3RD%FLOOR%LOWER:3RD%LOWER%VESTIBULE_WALL_2_0_0,3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_14_0_0 |
,3RD%FLOOR%LOWER:3RD%LOWER%VESTIBULE_WALL_3_0_0,3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_2_0_0 | 3RD%FLOOR%SHAFT:3RD%HVAC%SHAFT_WALL_3_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_6_0_0 | 3RD%FLOOR%LOWER:3RD%LOWER%LOBBY_WALL_8_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_1_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_EXTFLOOR_0_2_0 |
,3RD%FLOOR%LOWER:3RD%LOWER%VESTIBULE_ROOF_1_1_0,3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_1_0_0 |
,3RD%FLOOR%LOWER:3RD%LOWER%VESTIBULE_ROOF_1_1_1,3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_1_0_0 | 3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_4_0_0 |
,3RD%FLOOR%LOWER:3RD%LOWER%VESTIBULE_ROOF_1_1_5,3RD%FLOOR%UPPER:3RD%UPPER%LOBBY_WALL_1_0_0 |
